datum;factuur;product;omschrijving;aantal;prijs;eenheid
2026-01-16;2360;Pergola Zip P350 (20291);Breedte: 5250mm<p>Uitval: 3500mm</p><p>Systeem kleur: Ral 7036 STR (Meerprijs op de standaard kleur)</p><p>Doek kleur: D;1;6482.64;prijs
2026-01-16;2360;Zip Design (20092);Breedte: 1930mm<p>Hoogte: 1380mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 9001</p><p>Kleur doek: 71818</p><p>On;1;1155.37;stuks
2026-01-16;2360;Uitvulprofielen 10mm (20163);- Uitvulprofielen achter de geleiders<p>- RAL 9001</p><p><br></p><p>2x 1380mm</p>;1;24.79;stuks
2026-01-16;2360;Montage Pergola (20292);- Montage Pergola<p>- Draaien Krinners</p><p>- Klein materiaal</p><p>- Afstellen</p><p>- Elektra afwerken</p>;1;371.9;prijs
2026-01-16;2360;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-01-16;2360;Tahoma (20079);- app bediening voor somfy motoren.;1;161.16;stuks
2026-01-16;2360;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-01-16;2360;Korting (20090);<span style="font-weight: bold,">Tijdelijke actie 15%</span>;1;-1244.62;prijs
2026-01-16;2360;Korting (20090);;1;-301.65;prijs
2026-01-16;2360;Aanbetaling (4);Aanbetaling - factuur 1865 van 21-10-2025.;-1;2697.85;prijs
2026-01-16;2361;Aanbetaling (4);Aanbetaling Prijsopgave rolluiken (4312);-1;638.34;prijs
2026-01-17;2362;Zip Design (20092);Breedte: 2065 mm<br>Hoogte: 1800 mm<br>Kastmaat: 105 mm<br>Frame kleur: RAL 7016 STR<br>Kleur doek: 71818<br>Onderlat: D;1;1383.91;stuks
2026-01-17;2362;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-01-17;2362;Korting (20090);<span style="font-weight: bold,">15% tijdelijke actie</span>;1;-226.18;prijs
2026-01-17;2362;Aanbetaling (4);Aanbetaling - factuur 1414 van 19-08-2025.;-1;512.68;prijs
2026-01-17;2363;Roma geëxrudeerd rolluik (20305);Breedte: 2875 mm<p>Hoogte:&nbsp, 1180 mm</p><p>Kastmaat (Schuin): 170 mm&nbsp,</p><p>Kleur Omvatting: RAL 7016</p><p>Kle;2;1315.7;stuks
2026-01-17;2363;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: S4 geleider<p>Maten: 2875mm 2x</p><p>Kleur: Ral 7016</p>;1;92.56;stuks
2026-01-17;2363;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;123.97;stuks
2026-01-17;2363;Korting (20090);Tijdelijke actie 20%;1;-545.45;prijs
2026-01-17;2363;Aanbetaling (4);Aanbetaling - factuur 1858 van 18-10-2025.;-1;871.4;prijs
2026-01-19;2364;Zip Design (20092);Breedte: 1020 mm<p>Hoogte: 2020 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: RAL 7016</p><p>Kleur doek: 71818</p><p>;5;1123.97;stuks
2026-01-19;2364;Zip Design (20092);Breedte: 1020&nbsp, mm<p>Hoogte: 2140 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: RAL 7016&nbsp,</p><p>Kleur doek: ;3;1123.97;stuks
2026-01-19;2364;Zip Design (20092);Breedte: 1805 mm<p>Hoogte: 2130 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: RAL 7016</p><p>Kleur doek: 71818</p><p>;1;1352.89;stuks
2026-01-19;2364;Extra materiaal (20080);Veranda geleiders IDD voorgeboord;1;94.21;stuks
2026-01-19;2364;Tahoma (20079);- app bediening voor somfy motoren.;1;132.23;stuks
2026-01-19;2364;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;9;123.97;stuks
2026-01-19;2364;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;2;95.04;stuks
2026-01-19;2364;Korting (20090);Tijdelijke actie 15%;1;-1614.17;prijs
2026-01-19;2364;Aanbetaling (4);Aanbetaling - factuur 1745 van 03-10-2025.;-1;3658.8;prijs
2026-01-19;2365;Rolluik (RollSUPER) (20064);Breedte: 1405mm<p>Hoogte:&nbsp, 1480mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL 7021</p><p>Kleur Pants;1;975.21;stuks
2026-01-19;2365;Rolluik (RollSUPER) (20064);Breedte: 1785mm<p>Hoogte:&nbsp, 715mm</p><p>Kastmaat: 138 mm (schuin)</p><p>Kleur Omvatting: RAL 7021</p><p>Kleur Pantse;1;902.48;stuks
2026-01-19;2365;Rolluik (RollSUPER) (20064);Breedte: 1675mm<p>Hoogte:&nbsp, 715mm</p><p>Kastmaat: 138 mm (schuin)</p><p>Kleur Omvatting: RAL 7021</p><p>Kleur Pantse;1;902.48;stuks
2026-01-19;2365;Rolluik (RollSUPER) (20064);Breedte: 1845mm<p>Hoogte:&nbsp, 1540mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL 7021</p><p>Kleur Pants;2;1065.29;stuks
2026-01-19;2365;Rolluik (RollSUPER) (20064);Breedte: 880mm<p>Hoogte:&nbsp, 570mm</p><p>Kastmaat: 138 mm (schuin)</p><p>Kleur Omvatting: RAL 7021</p><p>Kleur Pantser;1;785.12;stuks
2026-01-19;2365;Zip Design (20092);Breedte: 2010 mm<p>Hoogte: 1380 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7021</p><p>Kleur doek: 71818</p><p>;1;1274.38;stuks
2026-01-19;2365;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;7;123.97;stuks
2026-01-19;2365;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-01-19;2365;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;2;95.04;stuks
2026-01-19;2365;Tahoma (20079);- app bediening voor somfy motoren.<p>- Inclusief installatie.</p>;1;157.02;stuks
2026-01-19;2365;Korting (20090);<span style="font-weight: bold,">- 15% korting</span>;1;-1098.34;prijs
2026-01-19;2365;Korting (20090);;1;-20.66;prijs
2026-01-19;2365;Aanbetaling (4);Aanbetaling - factuur 1807 van 11-10-2025.;-1;2479.34;prijs
2026-01-19;2366;Dubbele Plisséhordeur Unilux (20083);<p><span style="">Breedte: 1520&nbsp, mm</span></p><p>Hoogte: 2020 mm</p><p>Kleur: RAL <span style="font-weight: bold,">;1;842.15;stuks
2026-01-19;2366;Voorzet hor Unilux (20295);Breedte: 720 mm<p>Hoogte: 1220 mm</p><p>Kleur: Ral <span style="font-weight: bold,">6009</span></p><p>Product: Plisse</p;1;271.9;stuks
2026-01-19;2366;Voorzet hor Unilux (20295);Breedte: 955 mm<p>Hoogte: 820 mm</p><p>Kleur: Ral <span style="font-weight: bold,">6009</span></p><p>Product: Plisse</p>;1;247.11;stuks
2026-01-19;2366;Voorzet hor Unilux (20295);Breedte: 430 mm<p>Hoogte: 980 mm</p><p>Kleur: Ral <span style="font-weight: 700,">9010</span></p><p>Product: Plisse</p><;1;222.31;stuks
2026-01-19;2366;Hoeklijnen (20100);Maten:<p><span style="">- 20x70x720mm 2x</span></p><p><span style="">- 20x70x1220mm 2x</span></p><p><span style="">- 20x;1;114.05;prijs
2026-01-19;2366;Korting (20090);Tijdelijke actie 15%;1;-255.37;prijs
2026-01-19;2366;Aanbetaling (4);Aanbetaling - factuur 1727 van 01-10-2025.;-1;576.86;prijs
2026-01-19;2367;Rolluik (RollSUPER) (20064);Breedte: 2755 mm (75cm groter als doorgegeven)<p>Hoogte:&nbsp, 970&nbsp, mm</p><p>Kastmaat: 150 mm (schuin)</p><p>Kleur ;1;992.56;stuks
2026-01-19;2367;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-01-19;2367;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HTF geleider<p>Maten: 2755mm</p><p>Kleur: Ral 7016</p>;1;51;stuks
2026-01-19;2367;Hoeklijnen (20100);Maten: 20x70x2755mm<p>Kleur: ral 7016</p><p>Materiaal: Aluminium</p>;1;46.86;stuks
2026-01-19;2367;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2026-01-19;2367;Korting (20090);Tijdelijke actie 15%;1;-173.55;prijs
2026-01-19;2367;Aanbetaling (4);Aanbetaling - factuur 1776 van 07-10-2025.;-1;391.54;prijs
2026-01-20;2368;Montage markies (houten kappen) (20260);- montage<p>- klein materiaal</p>;2;206.61;stuks
2026-01-20;2368;Korting (20090);- Korting;1;-82.64;prijs
2026-01-21;2370;Huur (20194);- Frijdastraat 8F;1;1076.72;prijs
2026-01-21;2370;Diverse zonwering. (20212);- Verisure maandeliijks;1;25.7;prijs
2026-01-21;2370;Diverse zonwering. (20212);- Huur verhoging 2026!;1;31.6;prijs
2026-01-21;2371;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4770);1;290.34;prijs
2026-01-21;2372;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4772);1;1663.14;prijs
2026-01-21;2373;Aanbetaling (4);Aanbetaling Prijsopgaaf reparatie. (4787);1;282.98;prijs
2026-01-21;2374;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4749);1;553.3;prijs
2026-01-21;2375;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4769);1;1563.31;prijs
2026-01-21;2376;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4746);1;876.03;prijs
2026-01-21;2369;Rolluik (RollSUPER) (20064);Breedte: 1640mm<p>Hoogte: &nbsp,1870mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pants;1;980.99;stuks
2026-01-21;2369;Rolluik (RollSUPER) (20064);Breedte: 960mm<p>Hoogte: &nbsp,2535mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pantse;1;899.17;stuks
2026-01-21;2369;Rolluik (RollSUPER) (20064);Breedte: 970mm<p>Hoogte: &nbsp,1600mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pantse;7;779.34;stuks
2026-01-21;2369;Rolluik (RollSUPER) (20064);<p>GEKOPPELD</p>Breedte: 5620mm<p><span style="">Links: 2820mm</span></p><p><span style="">Rechts: 2800mm<br></span></p>;1;2442.15;stuks
2026-01-21;2369;Rolluik (RollSUPER) (20064);Breedte: 560mm<p>Hoogte: &nbsp,1600mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pantse;1;779.34;stuks
2026-01-21;2369;Rolluik (RollSUPER) (20064);Breedte: 560mm<p>Hoogte: &nbsp,2800mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pantse;1;920.66;stuks
2026-01-21;2369;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p><br></p><p><span style="font-weight: bold,">SJOERD HEEN!!</s;12;123.97;stuks
2026-01-21;2369;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;3;95.04;stuks
2026-01-21;2369;Tahoma (20079);- app bediening voor somfy motoren.;1;247.93;stuks
2026-01-21;2369;Hoeklijnen (20100);Maten: 50x70x2x1000mm (Montage rolluiken)<p>Kleur: Ral 9001</p><p>Materiaal: Aluminium</p>;1;46.28;stuks
2026-01-21;2369;Rolgordijn (20176);Breedte: 2175mm<p>Hoogte: 2400mm</p><p>Bedieningszijde: LINKS</p><p>Bediening: Somfy IO motor, bedraad</p><p>Cassette: J;1;900.83;stuks
2026-01-21;2369;Rolgordijn (20176);Breedte: 2515mm<p>Hoogte: 2250mm</p><p>Bedieningszijde: LINKS</p><p>Bediening: Somfy IO motor, bedraad</p><p>Cassette: J;1;933.88;stuks
2026-01-21;2369;Rails (20199);Type, SOMFY RTS RAILS (Motor rechts)<p><span style="">Breedte: 5140 mm<br></span></p><p>Kleur: Wit</p><p>Bocht: Nee</p><;1;487.6;prijs
2026-01-21;2369;Telis 5 RTS (20111);- 5 kanaals afstandsbediening;1;95.04;stuks
2026-01-21;2369;Montage rolgordijn (20303);- Montage rolgordijn.<p>- Klein materiaal.</p>;2;52.07;stuks
2026-01-21;2369;Hoeklijnen (20100);Maten:&nbsp,<p>- 50x50x1375mm</p><p>- 50x50x875mm</p><p>- 20x70x2515mm<br></p><p>Kleur: Ral 9010</p><p>Materiaal: Alumin;1;79.34;stuks
2026-01-21;2369;Korting (20090);<span style="font-weight: bold,">- Grote afname korting</span>;1;-3114.08;prijs
2026-01-21;2369;Hoogwerker (20085);Inclusief transport kosten.<p><br></p>;1;413.22;stuks
2026-01-21;2369;Aanbetaling (4);Aanbetaling - factuur 1692 van 26-09-2025.;-1;5278.68;prijs
2026-01-22;2377;Pergola Zip P350 (20291);Breedte: 11300mm<p><span style="">Links: 5900mm</span></p><p><span style="">Rechts: 5400mm<br></span></p><p>Uitval: 3700;1;12533.06;prijs
2026-01-22;2377;Montage Pergola (20292);<p>Gekoppeld<br></p>- Montage Pergola op vlonder<p>- Klein materiaal</p><p>- Afstellen</p><p>- Elektra afwerken</p><p><b;1;392.56;prijs
2026-01-22;2377;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-01-22;2377;Kokers (20099);Afmeting: 40x40x50 3x<p>Kleur: Ral 9010 STR</p><p>Materiaal: Aluminium</p><p><br></p><p>Voor montage linker staander</p>;1;53.72;stuks
2026-01-22;2377;Korting (20090);<span style="font-weight: bold,">- 20% korting als beide adressen akkoord zijn anders 15% korting.</span>;1;-2614.88;prijs
2026-01-22;2377;Aanbetaling (4);Aanbetaling - factuur 1722 van 01-10-2025.;-1;4183.8;prijs
2026-01-22;2378;Pergola Zip P350 (20291);Breedte: 8800mm<p><span style="">Links: 4400mm</span></p><p><span style="">Rechts: 4400mm<br></span></p><p>Uitval: 4500m;1;13683.47;prijs
2026-01-22;2378;Montage Pergola (20292);<p>Gekoppeld<br></p>- Montage Pergola inclusief 3 krinners draaien<p>- Klein materiaal</p><p>- Afstellen</p><p>- Elektra;1;475.21;prijs
2026-01-22;2378;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-01-22;2378;Korting (20090);<span style="font-weight: bold,">- 20% korting als beide adressen akkoord zijn anders 15% korting.</span>;1;-2851.24;prijs
2026-01-22;2378;Aanbetaling (4);Aanbetaling - factuur 1710 van 29-09-2025.;-1;4560.99;prijs
2026-01-22;2379;Rolluik (RollSUPER) (20064);Breedte: 1800mm<p>Hoogte: &nbsp,1280mm</p><p>Kastmaat: 150 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pants;1;966.12;stuks
2026-01-22;2379;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HF geleider<p>Maten: 1800mm</p><p>Kleur: Ral 7039</p>;1;34.21;stuks
2026-01-22;2379;Rolluik (RollSUPER) (20064);Breedte: 2700mm<p>Hoogte: &nbsp,1280mm</p><p>Kastmaat: 150 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pants;1;1109.09;stuks
2026-01-22;2379;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HF geleider<p>Maten: 2700mm</p><p>Kleur: Ral 7039</p>;1;51.24;stuks
2026-01-22;2379;Rolluik (RollSUPER) (20064);Breedte: 985mm<p>Hoogte: &nbsp,1525mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pantse;10;861.98;stuks
2026-01-22;2379;Rolluik (RollSUPER) (20064);Breedte: 995mm<p>Hoogte: &nbsp,2500mm (Wellicht geleider inkorten ivm tuin aanleg)</p><p>Kastmaat: 205 mm (schuin)</p><p;1;981.82;stuks
2026-01-22;2379;Rolluik (RollSUPER) (20064);Breedte: 1770mm<p>Hoogte: &nbsp,2500mm (Wellicht geleider inkorten ivm tuin aanleg)</p><p>Kastmaat: 205 mm (schuin)</p><;1;1181.82;stuks
2026-01-22;2379;Rolluik (RollSUPER) (20064);Breedte: 1755mm<p>Hoogte: &nbsp,1525mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pants;1;999.17;stuks
2026-01-22;2379;Rolluik (RollSUPER) (20064);Breedte: 1780mm<p>Hoogte: &nbsp,2160mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pants;1;1109.09;stuks
2026-01-22;2379;Rolluik (RollSUPER) (20064);Breedte: 1005mm<p>Hoogte: &nbsp,2160mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 7039</p><p>Kleur Pants;1;989.26;stuks
2026-01-22;2379;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;4;95.04;stuks
2026-01-22;2379;Tahoma (20079);- App bediening voor somfy motoren.<p>- Inclusief installatie en programmeren.</p>;1;148.76;stuks
2026-01-22;2379;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;17;123.97;stuks
2026-01-22;2379;Korting (20090);<span style="font-weight: bold,">- 25% korting</span>;1;-4669.42;prijs
2026-01-22;2379;Aanbetaling (4);Aanbetaling - factuur 1857 van 18-10-2025.;-1;5603.44;prijs
2026-01-22;2380;Rolluik (RollSUPER) (20064);Breedte: 1330 mm<p>Hoogte:&nbsp, 1720 mm</p><p>Kastmaat: 185 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;1;945.45;stuks
2026-01-22;2380;Rolluik (RollSUPER) (20064);Breedte: 2440mm<p>Hoogte:&nbsp, 1720 mm</p><p>Kastmaat: 185 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pant;1;1165.29;stuks
2026-01-22;2380;Rolluik (RollSUPER) (20064);Breedte: 1340 mm<p>Hoogte: 1770&nbsp, mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;1;945.45;stuks
2026-01-22;2380;Tahoma (20079);- app bediening voor somfy motoren.;1;161.16;stuks
2026-01-22;2380;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;3;82.64;stuks
2026-01-22;2380;Korting (20090);Tijdelijke korting 15%&nbsp,<p>aangepaste korting van &nbsp,3070,- &nbsp,naar 3000,-</p>;1;-738;prijs
2026-01-22;2380;Aanbetaling (4);Aanbetaling - factuur 1937 van 01-11-2025.;-1;991.74;prijs
2026-01-23;2381;Markies (20147);<p>Uitvoering: Aluminium</p>Model: Standaard<p><span style="">Breedte: 2600mm</span></p><p><span style="">Uitval: 1150mm;1;1495.87;stuks
2026-01-23;2381;Montage markies (houten kappen) (20260);- montage<p>- klein materiaal</p>;1;206.61;stuks
2026-01-23;2381;Korting (20090);Tijdelijk actie 15%;1;-255.37;prijs
2026-01-23;2381;Aanbetaling (4);Aanbetaling - factuur 1665 van 23-09-2025.;-1;542.31;prijs
2026-01-23;2382;Zip Design (20092);Breedte: 4750 mm<p>Hoogte: 1690 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: RAL 9010&nbsp,</p><p>Kleur doek: 001042;1;2358.76;stuks
2026-01-23;2382;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;68.18;stuks
2026-01-23;2382;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-01-23;2382;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;99.17;stuks
2026-01-23;2382;Korting (20090);Tijdelijke actie, 15% korting;1;-383.14;prijs
2026-01-23;2382;Aanbetaling (4);Aanbetaling - factuur 1228 van 25-07-2025.;-1;900.82;prijs
2026-01-23;2383;Roma geëxrudeerd rolluik (20305);<p>Breedte: 3360 mm<br>Hoogte: 1610 mm</p><p>Kastmaat (Schuin): 160 mm&nbsp,</p><p>Kleur Omvatting: RAL 9010 STR</p><p>K;1;1841.32;stuks
2026-01-23;2383;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op stopt</p>Materiaal: HTF geleider<p>Maten: 3360mm</p><p>Kleur: Ral 9010 STR</p>;1;61.98;stuks
2026-01-23;2383;Montage rolluik solar (20241);<p>GRATIS MONTAGE</p>- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;0;stuks
2026-01-23;2383;Korting (20090);;1;-330.58;prijs
2026-01-23;2383;Diverse zonwering. (20212);- Aanpassen HWA, langs de rand naar beneden en dan pas terug!<p>Benodigheden:</p><p>- 5 x beugels 80</p><p>- 2x 90 bocht;1;181.82;prijs
2026-01-23;2383;Korting (20090);<span style="font-weight: bold,">15% tijdelijke actie</span>;1;-226.61;prijs
2026-01-23;2383;Aanbetaling (4);Aanbetaling - factuur 1821 van 14-10-2025.;-1;611.17;prijs
2026-01-23;2384;Suneye (20131);Breedte: 4700 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 7016 Structuur (antraciet)</p><p>Kleur doek: 1400/704</p><p;1;2647.93;stuks
2026-01-23;2384;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2026-01-23;2384;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-01-23;2384;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte: 730 mm<p>Hoogte: 1270 mm</p><p>Bediening: Handgreep</p><;1;426.45;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte: 615 mm<p>Hoogte: 1150 mm</p><p>Bediening: Handgreep</p><;2;394.21;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte: 725 mm<p>Hoogte: 1190 mm</p><p>Bediening: Handgreep</p><;2;417.36;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte: 405 mm<p>Hoogte: 1335 mm</p><p>Bediening: Handgreep</p><;2;393.39;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte:&nbsp, 368mm<p>Hoogte: 2305 mm <span style="font-weight: ;2;515.7;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte:&nbsp, 688mm<p>Hoogte: 1900 mm</p><p>Bediening: Handgreep;2;489.26;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte: 517 mm<p>Hoogte: 1135 mm</p><p>Bediening: Handgreep</p><;2;301.65;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte: 625 mm<p>Hoogte: 1255 mm</p><p>Bediening: Handgreep</p><;1;334.71;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte: 517 mm<p>Hoogte: 1215 mm</p><p>Bediening: Handgreep</p><;2;315.7;stuks
2026-01-23;2384;Duo Plisse (20183);<p><span style="font-weight: bold,">Toppoint</span></p>Breedte: 625 mm<p>Hoogte: 1255 mm</p><p>Bediening: Handgreep</p><;2;334.71;stuks
2026-01-23;2384;Montage vs4 product (20266);- Ontvetten van het glas.<p>- Plakken van de strips.</p><p>- Montage product.</p>;14;33.06;stuks
2026-01-23;2384;Gordijn (20198);<p>Naam: CORE&nbsp,</p>Type: Inbetween<p>Kleur: Cloud, 61 Naturel</p><p>Plooi: Wave plooi</p><p><span style="font-weight;1;1813.22;prijs
2026-01-23;2384;Rails (20199);Type, KS rails<p>Kleur: Wit</p><p>Bocht: NEE</p><p>Inclusief montage</p>;1;103.31;prijs
2026-01-23;2384;Korting (20090);<span style="font-weight: 700,">Korting.</span>;1;-2628.12;prijs
2026-01-23;2384;Korting (20090);<span style="font-weight: bold,">- €500,00,- Coulance.</span>;1;-413.22;prijs
2026-01-23;2384;Aanbetaling (4);Aanbetaling - factuur 1869 van 21-10-2025.;-1;3966.94;prijs
2026-01-23;2385;Rolluik (RollSUPER) (20064);Breedte: 1550mm<p>Hoogte: 1675mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: RA;1;922.31;stuks
2026-01-23;2385;Rolluik (RollSUPER) (20064);Breedte: 1540mm<p>Hoogte: 1650mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: RA;1;922.31;stuks
2026-01-23;2385;Rolluik (RollSUPER) (20064);Breedte: 1540mm<p>Hoogte: &nbsp,1780mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pants;2;937.19;stuks
2026-01-23;2385;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;4;123.97;stuks
2026-01-23;2385;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-01-23;2385;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2026-01-23;2385;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat):&nbsp, 692 mm</span></p><p>Hoogte (dagmaat): 1297 mm</p><p>Type kozijn: </p><p>Syste;1;139.67;stuks
2026-01-23;2385;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 663 mm</span></p><p>Hoogte (dagmaat):&nbsp, 1443 mm</p><p>Type kozijn: </p><p>Syste;2;139.67;stuks
2026-01-23;2385;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat):&nbsp, 662 mm</span></p><p>Hoogte (dagmaat): 1443 mm</p><p>Type kozijn: </p><p>Syste;1;139.67;stuks
2026-01-23;2385;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 662&nbsp, mm</span></p><p>Hoogte (dagmaat): 1444&nbsp, mm</p><p>Type kozijn: </p><p;1;139.67;stuks
2026-01-23;2385;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 660 mm</span></p><p>Hoogte (dagmaat): 1445 mm</p><p>Type kozijn: </p><p>Systeemkleu;1;139.67;stuks
2026-01-23;2385;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 532 mm</span></p><p>Hoogte (dagmaat): 1443 mm</p><p>Type kozijn: </p><p>Systeemkleu;1;139.67;stuks
